,41.01985139001448,0.0,0.0
154*true,786.8256327976281,1054.8522673714187,1168.5479146017306
-31*false,926.2134923163686,1040.9303830372544,1191.0930593125702
-100*true,807.680155393973,1102.5043311743434,1218.8356355161482
28*false,928.3090228277857,1042.3558212375344,1174.6356666940374
33*true,971.0886831369351,1132.5002327377233,1323.8983774432409
174*false,880.0058792864791,939.5945544525638,1086.6683068720015
-89*true,812.0177530056318,1112.9898495117698,1239.9192763679514
-155*true,780.0900104055053,1048.98314189675,1158.2816671491084
-115*false,878.9658764812764,992.9669727535326,1115.2317163868502
113*true,788.2946470942818,1089.3320799628746,1203.577140370498
28*true,936.1785766914484,1117.814205036063,1314.846677878648
-141*true,796.1262475085887,1045.641953013499,1172.607874729894
-107*true,812.8410099580743,1100.916272709978,1207.381086654282
-135*false,868.1440838114436,977.262477438447,1100.5552247062888
161*true,771.8210507006336,1002.7876841555508,1146.3124287404507
35*true,931.0515831896349,1134.761939390143,1307.0702283155965
14*false,935.6549550026625,1036.2121829210669,1189.3771124552868
-25*false,930.5325080071364,1054.3826414375296,1183.2285604285537
-168*false,873.8467605224811,945.6963548660292,1088.0332778526854
70*false,886.5462453320074,1000.1838213353824,1119.1166821602428
175*false,866.157254793623,947.3676074490882,1081.1496325497085
-129*false,853.5360841848359,993.2341354354013,1099.3011819077856
-29*true,952.2656742877344,1136.5398213398423,1313.7594477687533
-5*false,948.0056869986402,1033.5987623477959,1212.0821812600511
5*true,974.6047843749798,1141.7129515727556,1322.5664672405114
27*false,899.6582892084814,1041.6588795680755,1159.7277277405633
67*false,873.9886529003306,994.6176623742228,1124.9552602116414
-176*true,782.2280840469043,1000.3063158038491,1129.0598290756727
108*false,903.3629302779896,974.0368099965144,1097.3186149865421
123*true,785.9348172453556,1075.7574217964889,1195.4940625057047
168*true,775.8865812868494,997.6573491236913,1130.0673959834116
-169*false,865.0192782898177,949.3588111049837,1094.725763916178
-138*true,797.7449277554795,1058.26242696086,1175.685692321094
-116*false,867.1219876332475,988.3743912086302,1111.63210196612
83*false,871.3868665761272,1003.4864714850477,1112.2195409034825
-36*false,906.405575953035,1040.8134957729972,1190.7979465249618
15*false,923.349526054121,1055.4698033359393,1181.5666071363182
-77*true,814.4269721966652,1108.5384871308534,1252.234544203842
-99*true,807.0949110375599,1098.7674387446714,1222.1653995887068
-76*false,891.275719921643,1019.5337082278025,1131.6722497958328
45*true,833.0450624909822,1131.2551652392049,1306.8776625170933
101*true,806.9022381773437,1101.8070784245065,1221.574645228002
-4*false,942.6765226652668,1068.992505872832,1219.0438972804043
-145*true,788.8047093227045,1048.1914667663061,1166.9494994804477
86*true,813.3370793165556,1114.2328789699482,1239.3766924489046
-90*true,816.0584283875048,1097.9883910420751,1236.5800000431288
-128*false,857.4007836667614,990.866902042218,1102.9545958114247
-110*true,807.5419786152385,1096.2333436372646,1202.3572456772065
-122*false,898.4096680773254,980.2685974204102,1104.9487191238707
83*true,839.1211394762178,1128.794899285786,1245.7022292610627
-39*true,848.9151593535906,1132.5686597770643,1299.730597587147
10*true,1019.9120987377669,1138.215360481814,1321.3855021245224
-52*true,819.2013228855494,1139.9210974185971,1288.5443348163913
171*true,760.6419904384122,995.3991394473449,1137.221616468071
158*true,777.2905056312023,1051.884737368574,1166.8924267964205
119*false,882.69712052442,962.9230579045584,1104.5331818808406
-5*true,1055.1759436201398,1138.0927596194301,1342.8759568771345
159*false,855.017061263555,981.0626355123707,1109.8495029127048
123*false,866.1954503983627,963.6471654046381,1103.3550206244622
-40*false,916.0090316644942,1021.4235394298024,1180.195451533078
71*true,820.3209773894156,1116.1517820668223,1254.7086175257264
-135*true,795.3784407688543,1052.9584217571326,1177.5660723333046
69*false,876.9959695752743,999.8772487288342,1121.2950266633366
-30*false,941.9440395603502,1048.585448860288,1197.6648554192693
-127*false,888.5997328049332,985.6318353309506,1097.8628420393725
173*false,899.8280644419384,951.1474987994744,1080.0251141073502
-64*true,819.2380184237169,1117.4878876235337,1267.0120303198462
-117*false,853.0643640204233,986.0501213941133,1101.4297080849283
113*false,883.2796413377921,968.6671091317069,1098.2983735406149
68*true,827.5933160111099,1123.3636726728657,1272.721759540511
148*true,779.9621061739426,1047.4185851582697,1171.241785025863
23*true,1153.7360783189374,1137.2595638149655,1312.92708231874
8*true,1290.7185347071556,1155.4822687191881,1385.1336474405307
103*true,797.8051401839583,1104.3121445202096,1224.7573212997509
-7*true,948.2912466361371,1136.8908879046326,1281.9414909539173
170*false,884.536300234286,938.0504751835638,1084.8388093754522
120*false,871.5250084730046,990.4010189202194,1107.732163085331
180*false,896.952276488121,930.8140511424732,1085.4899450344228
-34*true,918.3335153775753,1127.2812125617004,1290.718036708388
-79*true,817.8670493044885,1111.7426302318604,1247.2817555711356
73*false,881.9579320527359,989.8503885476233,1113.789572194315
98*true,805.4079947430198,1103.8971445847492,1233.088754774998
-26*false,917.025903327301,1053.5190966365542,1215.8903159727954
-49*true,841.5598592734946,1133.631256391389,1268.0113047808427
-124*false,853.53196666267,974.6375989986936,1105.223767363798
30*false,961.4505247932118,1056.1971797752233,1184.3534201699795
151*true,792.0595334552308,1051.305061502056,1164.2899284813634
146*true,783.3295016707127,1057.5295492870202,1173.7104318070978
-132*false,864.6031560642327,979.6297586824662,1110.2480953843688
19*false,973.3125400794705,1051.446240775294,1187.0388830042375
-16*true,978.5393416032791,1128.6194496743035,1325.7816625635994
-86*false,863.704852484395,1011.2478748080403,1128.0555835145326
166*false,893.4939529599287,950.0765563755932,1083.073109613854
-97*true,814.4302429564128,1106.8329412491564,1226.1106113891387
-3*false,989.3838032314567,1053.4215047917955,1222.6385572335905
109*false,875.3888556025146,985.3793018299968,1097.5851450967816
-133*true,795.6704302372266,1062.9503109248888,1185.6823545725028
-175*false,892.6988965376313,937.7272002332209,1082.5553648702964
21*false,932.6715958494522,1032.829955777076,1176.7826829505555
25*true,1106.942962571435,1135.5979960404293,1321.0425251276315
81*false,882.0730598161416,990.1644657522347,1113.6248680208619
-78*false,901.2529480467679,1012.8899541445537,1144.0110316351202
-83*false,877.3614930587498,1004.2504416755894,1136.619792622723
121*true,786.5857471729172,1074.9270169411604,1199.1185592912088
16*false,959.1299841964021,1031.362301475043,1185.7051371302393
169*false,892.0668684777805,937.6847762550613,1081.5969539727002
76*false,862.1718073698175,992.3921243995915,1117.6903510319303
168*false,888.1282886761685,951.5205150198465,1080.1340382966462
-1*false,983.8564681715618,1057.5429028644944,1215.0339808077292
-92*true,811.0665889044823,1104.4721310320338,1234.0853552736692
171*false,876.4908249528404,947.2286239062134,1090.604996447516
91*true,801.3926846971506,1112.4387629265632,1238.4632301547563
128*true,785.9083930872661,1065.5131407712217,1190.7540099913308
43*true,852.6828251217937,1132.7545310591008,1316.001572101609
-163*true,770.1939252957944,1002.3947034741597,1133.520720174773
-178*false,934.9022895806479,949.0855043734459,1082.2897956331485
-85*false,880.9778428776598,1014.1632894149589,1126.8853270265909
88*true,809.2029556851911,1115.7419715581968,1232.507317098093
-91*false,882.8879356117098,1007.2114910393736,1118.9988420897919
18*false,926.3906988917013,1026.0584972301453,1207.8896373734617
74*false,859.7227969490292,996.4093812748141,1115.1596265778262
24*false,931.5087774551837,1040.1513861665906,1182.4918758900446
-59*true,820.0510170853366,1125.3207503770384,1276.883775858345
-119*false,872.4705006514571,989.4606742270304,1111.8202546637997
-29*false,918.7111723681354,1046.9422733093622,1178.324718552021
131*true,783.2252652561448,1058.8692110614454,1180.4817875132414
80*false,881.8688257777702,990.2221128983549,1097.122280713369
-32*false,924.9441533981785,1043.5856238301703,1186.0512134727928
176*true,784.9940592512381,993.6333810629582,1124.0175988810277
-168*true,762.820197263038,992.5027301119605,1129.0916778193136
17*false,927.1552679133272,1037.766176710851,1187.485538656037
-115*true,805.5448394632114,1086.4289821056416,1197.8974517647355
115*false,862.860915714475,973.7284088039428,1094.9506906904487
-131*false,885.1035166446735,979.6836520469876,1108.78120938145
81*true,805.351749496976,1119.8410952177683,1258.2241731822614
118*true,788.7375741610923,1084.1271813189362,1195.0007678666252
-84*false,900.7090066717556,1007.3160611099582,1135.5866374127004
-69*true,820.3730549188181,1114.8782562714266,1261.8368825836899
3*true,963.1345471872453,1132.1461784240548,1362.6341883054677
-79*false,912.8097271390507,1012.2894725475273,1136.805662608893
-105*true,808.1293287694585,1091.5847881989644,1217.4276498947388
172*false,893.6543711880338,939.2277222589789,1083.8621435829818
53*true,819.6262753629742,1131.1764326126524,1285.2113512217802
-177*false,881.7508803515068,940.6333726189517,1084.442050495853
167*false,874.4719503904503,938.664645620112,1095.452657713728
-153*true,782.0027830522918,1048.118226201152,1162.7267508533482
-44*true,823.6378623247876,1129.8049826701297,1288.4160840611637
-33*false,908.0534856578254,1037.3168038216788,1179.002853474989
166*true,780.3932620750383,993.259483000706,1132.9443913357327
-90*false,894.1294826101387,1008.5888323948736,1125.2022992419913
121*false,860.9527720269595,989.0897428875778,1098.0535294567353
23*false,938.1531719088645,1031.8075352784335,1172.4641797348925
116*false,881.7952076536181,981.8713904308926,1092.9264837635658
-28*false,933.1937667329031,1036.2757253079244,1189.912830477035
78*true,827.637068192712,1127.7397431369475,1257.3743239252115
-82*true,814.7964788356519,1111.6817670146477,1245.2848179481734
-125*false,862.5427149944815,988.5807605374998,1103.8955112707788
-178*true,799.5619260442088,990.0013377069984,1124.5721084374627
-100*false,862.1907807715291,1001.6443934116271,1123.36356642793
172*true,794.5753590719742,983.0640096542544,1123.4357982408785
46*true,842.9052434204935,1144.0759424158657,1308.6274321792655
63*true,818.8932209243424,1128.5990656518932,1276.801433361028
80*true,809.7646606120908,1120.6787389174538,1253.5258108480969
-113*true,809.0839874554534,1081.4790628890064,1208.0737010548273
-113*false,856.9260368450902,986.9623902942947,1123.5993222724405
-153*false,861.6935711372753,982.019940274151,1101.6958273544008
32*false,912.5168859320378,1044.6789750277635,1163.7454727695288
29*true,1001.1950727549402,1144.359703033579,1312.601405597762
-87*false,879.1997776976274,1012.772907619112,1128.5351176172946
-72*true,814.9907757062562,1119.9578948415265,1257.5378115037176
85*false,901.1385423975644,995.3289388515251,1111.3296378037992
-166*false,892.3370639118599,947.1082040087549,1081.7354420789009
-47*false,895.5329866262252,1020.2489650935174,1194.2154959797056
-34*false,929.9102341894807,1021.7785985804842,1204.3323281505368
72*false,870.2870602768689,1000.9594897599382,1111.957738883775
126*true,792.2835533831516,1070.611734448412,1193.7082302331594
-26*true,952.1691172237425,1128.7034409321702,1382.3766773014645
17*true,1024.2264662570708,1140.7553711602368,1318.7284562510508
-74*false,888.0370683330747,1014.8443073896083,1136.0711377566288
143*true,783.362059692679,1068.7398031226455,1173.3478145080853
-179*false,890.1154564927724,949.0680971606973,1090.7873916476597
92*true,809.2824319898091,1116.045694159341,1240.593283296083
45*false,896.8215404433765,1017.6401698618009,1141.3247551106977
-126*false,870.6244992887388,974.504287058583,1103.7658409704309
157*false,842.5250485151241,988.4223451143406,1105.3278474811489
-43*true,833.5610534287773,1130.1900292261225,1314.4056591366102
-118*false,877.6146657810384,986.5639859928648,1112.867910091478
-38*true,900.1105401383995,1132.7309326709735,1312.0758429799073
138*true,784.1108733381886,1065.2283626417009,1176.837805625536
117*false,864.3501826365276,967.1897060853455,1098.631591874967
-158*true,780.7082190791083,1040.9492381653126,1148.464150143993
-180*false,880.216598009771,929.4184639647482,1084.4060295684742
110*true,796.6972315496243,1096.677732430181,1213.454784980444
-158*false,878.4279415952441,988.4859546718053,1098.8070860467958
131*false,871.7524790800996,960.7984153078382,1091.3891338448434
30*true,940.8152745988381,1140.3893227534709,1325.1631381933887
-10*true,939.7157511629325,1142.1799144007587,1330.8275176983475
-140*false,847.1072415062306,971.2422951231123,1100.1460757829277
-130*true,788.9452241711124,1067.1150065829177,1180.223585055058
-125*true,794.7975797809955,1068.3028490518045,1188.7023621092953
-14*true,979.940196077095,1133.4402152873017,1387.4537665438522
-171*true,765.7851102879616,989.143330068527,1134.3830382555172
4*true,1190.124268200204,1135.9612968979661,1323.5535095242865
13*true,979.8473285159195,1128.960567811719,1331.5694145087132
114*true,797.7641573504169,1087.062054292264,1203.5164980093648
58*true,844.0670014514226,1125.0659159155236,1280.5002691274374
-67*true,817.1369680302466,1119.0716653503628,1263.1207844059677
167*true,787.5397898978683,996.2222426552619,1130.8140508105878
-129*true,797.7158957648303,1063.9264449986356,1185.6046646657744
165*false,888.6828503614103,951.9712565821728,1088.0677439970402
-161*false,871.6874918915717,951.3393520355296,1089.585697976931
51*true,825.5483530931879,1133.430096949197,1292.8513396375452
37*false,926.195467949703,1024.1691605202436,1149.9802239309934
96*true,801.4349601810073,1106.9888344565334,1228.6388484377728
-139*false,868.1991037688623,981.8526965549117,1094.8859879147008
-42*false,905.1779890953608,1035.7075809288156,1191.6557855285976
79*true,817.3424324964253,1113.1465816289024,1245.5667198692404
-82*false,869.1823107720954,1012.8563110188596,1132.2338142932451
77*false,888.7618026538876,998.4367402411484,1115.7039836848783
-121*false,853.4150552604333,978.9221952254507,1106.8600555751998
-154*true,801.9394807977457,1047.4088007031621,1168.1021867036864
125*false,850.3304072533895,969.8023323976481,1109.8550710865072
-84*true,813.6288839871968,1111.2951462259662,1240.2035558031048
-101*true,821.3842826793489,1095.4519169614337,1219.9097324661464
-2*true,1222.1214070524925,1147.4742499841589,1357.9248755103704
152*false,853.6044176270848,974.5069604909572,1109.0415275692972
42*true,856.567061322932,1129.1268976585525,1312.2213283207125
67*true,813.6369678409081,1123.6902253828089,1272.8427516917286
-134*false,865.9003456156577,974.6939960171707,1095.9337198461255
-174*false,901.2853284307098,950.2815909212677,1086.1613408036485
112*false,920.5995119229217,975.2174693846107,1093.1812435732513
-96*true,810.6673174099768,1099.66201494575,1225.8002737664656
-142*true,786.6128857873776,1055.912960873013,1172.1107563562541
-180*true,778.7616564485209,973.3458138841461,1134.8115171703867
136*false,870.6401199709048,954.4872062978143,1094.5385079802336
-93*true,816.9276398697884,1111.4858293602592,1227.96538806322
3*false,949.1987335395079,1055.4542623490547,1231.7418996289532
-105*false,868.9756330815787,1005.9703464250422,1113.3177906805242
26*false,934.1578798069244,1034.0789588387158,1170.0415655805773
155*true,774.6333521821475,1054.4731227153413,1165.9516534808158
-13*false,919.2589795438608,1035.251665234897,1190.3866591897022
-55*true,845.9697902428094,1124.688620770864,1291.6749732954577
-145*false,844.5166831966842,975.0018927612662,1093.4089789137283
-53*false,884.4951011671119,1040.3412076277461,1175.8803184711278
-93*false,874.3406633715194,1009.547584018335,1131.050604788844
66*false,909.3501912790049,997.9234165884453,1131.6604124337427
38*true,839.3069761409806,1129.0913790587458,1311.7313856254045
7*true,929.2778369256146,1127.1357776886189,1294.243981195131
79*false,868.9411305419029,992.3091620282626,1120.7677677694876
-17*true,1084.212282565065,1132.5322667883966,1319.7689763853275
133*false,853.2551788467135,964.2659114086609,1097.2072365085778
-107*false,884.48458993834,1008.946835614271,1126.0434527049997
164*true,767.2707409340923,996.7239827601104,1132.42653300669
-50*false,906.8087937192404,1024.1075630738644,1184.0242319457202
176*false,870.5475995807853,960.6241422355081,1087.6197496697712
-166*true,775.1888086587227,987.9203506462421,1133.0610811060105
-121*true,801.7044117565038,1073.1476006196958,1191.1579232411746
163*false,876.9995574397442,941.2759877935379,1083.6994112380148
