3*5-6,0.0,0.0,0.0,0.0
3*5-4,0.0,0.0,0.0,0.0
3*5-9,0.0,0.0,0.0,0.0
3*5-7,0.0,0.0,0.0,0.0
3*5-8,0.0,-116.06714062499998,0.0,0.0
4*3-0,0.0,0.0,0.0,0.0
4*3-1,0.0,0.0,0.0,0.0
5*1-9,0.0,-94.53741145869138,-1.8377297265624999,-128.60625
4*3-6,0.0,0.0,0.0,-2.5
4*3-7,0.0,0.0,0.0,0.0
5*1-7,0.0,0.0,0.0,-2.1434375
4*3-8,0.0,0.0,0.0,0.0
5*1-8,-2.5,-4.75625,0.0,0.0
4*3-9,0.0,0.0,-2.375,0.0
5*1-5,-150.0,0.0,0.0,0.0
5*1-6,0.0,0.0,0.0,0.0
5*1-4,0.0,0.0,-150.0,0.0
5*1-1,0.0,0.0,0.0,-2.375
5*1-2,0.0,0.0,0.0,0.0
5*0-16,0.0,0.0,0.0,0.0
5*1-0,-2.5,0.0,0.0,0.0
5*0-15,0.0,0.0,-2.5,0.0
5*0-14,0.0,-150.0,0.0,0.0
5*0-13,0.0,0.0,-150.0,-142.5
5*0-12,-152.375,-150.0,0.0,0.0
5*0-11,-292.5,-2.5,-140.25,0.0
5*0-10,-292.5,0.0,-150.0,0.0
5*0-17,-2.25625,0.0,0.0,0.0
3*4-10,0.0,0.0,0.0,-2.5
4*4-0,0.0,0.0,0.0,0.0
4*4-1,0.0,0.0,0.0,0.0
4*4-2,0.0,0.0,0.0,0.0
4*4-3,0.0,-2.375,0.0,0.0
5*2-8,-2.375,0.0,0.0,-427.875
5*2-9,-427.875,0.0,0.0,0.0
4*4-6,0.0,0.0,0.0,-2.375
5*2-6,-2.375,0.0,0.0,0.0
4*4-7,0.0,0.0,0.0,0.0
5*2-7,0.0,0.0,0.0,0.0
4*4-8,0.0,0.0,0.0,0.0
5*2-4,-150.0,0.0,0.0,0.0
4*4-9,0.0,0.0,0.0,-2.375
5*2-5,0.0,0.0,0.0,0.0
3*4-15,0.0,0.0,0.0,0.0
5*2-2,0.0,0.0,0.0,0.0
3*4-14,0.0,0.0,0.0,0.0
5*2-3,0.0,0.0,0.0,0.0
3*4-13,0.0,0.0,0.0,0.0
5*2-0,0.0,0.0,-150.0,0.0
3*4-12,0.0,0.0,0.0,0.0
3*4-11,-2.5,0.0,0.0,0.0
5*2-1,0.0,0.0,-2.5,-2.5
2*2-17,0.0,0.0,0.0,0.0
2*2-16,0.0,0.0,0.0,0.0
2*2-11,0.0,0.0,0.0,-2.375
2*2-10,0.0,-2.5,0.0,0.0
2*2-13,0.0,0.0,-4.75625,0.0
2*2-12,0.0,0.0,0.0,0.0
2*2-15,-2.25625,0.0,0.0,0.0
2*2-14,0.0,0.0,0.0,0.0
5*3-9,0.0,-150.0,0.0,-427.875
4*5-2,0.0,0.0,0.0,0.0
5*3-7,0.0,0.0,-2.5,0.0
4*5-4,0.0,0.0,0.0,-2.5
5*3-8,0.0,0.0,0.0,0.0
4*5-5,0.0,0.0,0.0,0.0
5*3-5,-128.60625,-2.5,0.0,0.0
4*5-6,-142.5,0.0,0.0,0.0
5*3-6,0.0,0.0,0.0,0.0
4*5-7,0.0,0.0,0.0,0.0
5*3-3,0.0,0.0,-285.375,0.0
5*3-4,-2.1434375,0.0,-150.0,-2.375
4*5-9,0.0,0.0,0.0,0.0
5*3-1,0.0,0.0,0.0,0.0
5*3-2,0.0,0.0,0.0,-2.375
5*3-0,0.0,0.0,0.0,-2.5
2*0-14,0.0,0.0,0.0,-2.5
2*0-15,0.0,0.0,0.0,0.0
2*0-16,0.0,0.0,0.0,-150.0
2*0-17,0.0,0.0,0.0,0.0
2*0-11,0.0,0.0,-2.5,0.0
2*0-13,0.0,0.0,-150.0,0.0
2*1-16,0.0,0.0,0.0,0.0
2*1-15,0.0,0.0,0.0,0.0
2*1-17,0.0,0.0,0.0,0.0
2*1-10,0.0,-2.5,0.0,0.0
2*1-12,0.0,0.0,0.0,0.0
2*1-14,0.0,0.0,0.0,-2.036265625
2*1-13,0.0,0.0,0.0,-2.5
1*1-11,0.0,0.0,0.0,0.0
1*1-13,0.0,-2.5,0.0,0.0
5*4-8,-277.875,0.0,0.0,0.0
5*4-9,0.0,0.0,0.0,0.0
5*4-6,-122.17593749999999,0.0,-104.75059441406248,0.0
5*4-7,0.0,0.0,-152.1434375,0.0
5*4-4,0.0,0.0,0.0,0.0
5*4-5,0.0,0.0,-150.0,0.0
5*4-2,0.0,-2.375,0.0,0.0
5*4-3,-142.5,-142.5,0.0,0.0
5*4-0,0.0,0.0,0.0,0.0
5*4-1,0.0,-1.9344523437499999,-152.25625,0.0
1*1-17,0.0,0.0,0.0,0.0
3*1-5,0.0,0.0,0.0,0.0
3*1-6,0.0,0.0,0.0,0.0
3*1-3,0.0,0.0,0.0,0.0
3*1-4,0.0,0.0,0.0,0.0
3*1-9,0.0,0.0,0.0,0.0
3*1-7,0.0,0.0,0.0,0.0
3*1-8,0.0,0.0,0.0,0.0
4*5-11,0.0,0.0,0.0,0.0
2*3-0,0.0,0.0,0.0,0.0
4*5-12,0.0,0.0,0.0,0.0
2*3-1,0.0,0.0,0.0,0.0
3*2-15,0.0,0.0,0.0,0.0
3*2-13,0.0,-2.1434375,0.0,0.0
3*2-14,0.0,0.0,0.0,0.0
3*2-11,0.0,0.0,0.0,0.0
3*2-12,0.0,-2.5,0.0,0.0
3*2-10,0.0,-4.63125,0.0,0.0
1*5-7,0.0,0.0,0.0,0.0
1*5-8,0.0,-150.0,0.0,0.0
1*5-3,0.0,0.0,0.0,0.0
1*5-4,0.0,-2.5,0.0,0.0
1*5-2,0.0,0.0,0.0,0.0
1*5-9,-116.06714062499998,-273.52683771915656,-2.5,-142.5
2*3-6,0.0,0.0,-2.375,0.0
2*3-7,0.0,0.0,0.0,-2.5
1*2-12,0.0,0.0,-2.5,0.0
1*2-13,0.0,0.0,0.0,0.0
2*3-8,0.0,0.0,0.0,0.0
1*2-14,0.0,0.0,0.0,0.0
2*3-9,0.0,0.0,0.0,0.0
2*3-2,0.0,0.0,0.0,-2.5
2*3-3,0.0,-2.5,0.0,0.0
2*3-4,0.0,-2.375,-1.8377297265624999,0.0
2*3-5,-1.7458432402343749,0.0,0.0,0.0
1*2-15,0.0,0.0,0.0,-2.375
1*2-16,0.0,0.0,0.0,0.0
3*1-2,0.0,0.0,0.0,0.0
1*2-17,0.0,0.0,0.0,0.0
3*1-0,0.0,-2.375,0.0,0.0
3*2-4,0.0,0.0,0.0,0.0
3*2-5,0.0,-2.5,0.0,0.0
3*2-2,0.0,0.0,0.0,0.0
3*2-3,0.0,0.0,0.0,0.0
3*2-8,0.0,0.0,-2.375,0.0
3*2-9,0.0,-2.5,0.0,0.0
3*2-6,0.0,0.0,0.0,0.0
3*2-7,0.0,0.0,0.0,-2.5
2*4-0,0.0,0.0,0.0,0.0
4*0-3,-2.375,-292.5,-2.25625,-142.5
4*0-4,0.0,0.0,-150.0,0.0
4*0-5,0.0,-2.5,-7.13125,0.0
4*0-6,-2.5,-2.5,0.0,0.0
4*0-7,-2.1434375,0.0,0.0,0.0
4*0-8,-266.067140625,0.0,0.0,0.0
4*0-9,-150.0,-2.5,-277.875,0.0
5*2-11,0.0,-142.5,0.0,0.0
5*2-12,-2.5,0.0,-2.25625,-150.0
5*2-13,0.0,0.0,-2.5,0.0
5*2-14,0.0,0.0,0.0,0.0
5*2-15,0.0,-150.0,0.0,0.0
4*0-0,0.0,-150.0,0.0,0.0
5*2-16,0.0,0.0,0.0,0.0
5*2-17,0.0,0.0,0.0,0.0
4*0-1,0.0,0.0,0.0,-427.875
4*0-2,0.0,0.0,-2.5,-145.0
2*4-5,0.0,0.0,0.0,0.0
2*4-6,-2.375,0.0,0.0,0.0
2*4-7,0.0,0.0,0.0,0.0
2*4-8,0.0,0.0,0.0,0.0
2*4-1,0.0,0.0,0.0,0.0
3*1-17,0.0,0.0,0.0,0.0
2*4-2,0.0,0.0,0.0,0.0
3*1-16,0.0,0.0,0.0,0.0
2*4-3,0.0,0.0,0.0,0.0
5*2-10,0.0,0.0,0.0,-2.5
2*4-4,0.0,0.0,0.0,0.0
3*1-13,0.0,0.0,0.0,0.0
3*1-12,0.0,0.0,0.0,0.0
3*1-15,0.0,0.0,0.0,0.0
3*1-14,0.0,0.0,0.0,0.0
2*4-9,0.0,0.0,0.0,0.0
3*2-0,-2.375,0.0,0.0,0.0
3*2-1,0.0,0.0,0.0,0.0
3*1-11,0.0,0.0,0.0,0.0
3*1-10,0.0,-2.5,0.0,0.0
5*1-17,0.0,0.0,-150.0,0.0
3*3-3,0.0,0.0,-2.5,0.0
5*1-16,0.0,-135.375,0.0,-2.5
3*3-4,0.0,0.0,0.0,0.0
5*1-15,0.0,0.0,0.0,0.0
3*3-1,0.0,0.0,0.0,0.0
5*1-14,0.0,-150.0,0.0,-110.26378359374998
3*3-2,0.0,0.0,0.0,0.0
5*1-13,0.0,0.0,0.0,-150.0
3*3-7,0.0,0.0,-2.5,0.0
5*1-12,0.0,0.0,-116.06714062499998,0.0
3*3-8,0.0,-2.5,0.0,0.0
5*1-11,0.0,-122.17593749999999,0.0,0.0
3*3-5,0.0,0.0,0.0,0.0
5*1-10,0.0,0.0,0.0,0.0
3*3-6,0.0,0.0,0.0,0.0
3*3-9,0.0,0.0,0.0,0.0
4*1-2,0.0,0.0,0.0,-2.036265625
4*1-3,0.0,0.0,0.0,0.0
4*1-4,0.0,0.0,0.0,0.0
1*3-15,0.0,0.0,0.0,-2.1434375
1*3-14,0.0,0.0,0.0,0.0
4*1-5,0.0,0.0,0.0,0.0
4*1-6,0.0,0.0,0.0,0.0
4*1-8,-150.0,0.0,0.0,0.0
4*1-9,0.0,0.0,0.0,0.0
1*3-10,0.0,0.0,0.0,0.0
1*3-17,0.0,0.0,0.0,0.0
1*3-16,0.0,0.0,0.0,0.0
4*1-0,0.0,0.0,0.0,0.0
4*1-1,0.0,0.0,0.0,0.0
2*5-4,0.0,0.0,0.0,0.0
2*5-5,0.0,0.0,0.0,-145.0
2*5-6,0.0,0.0,0.0,0.0
2*5-7,0.0,-386.15718749999996,0.0,-128.60625
2*5-0,0.0,0.0,0.0,0.0
2*5-1,0.0,0.0,0.0,0.0
2*5-2,0.0,0.0,0.0,0.0
2*5-3,0.0,0.0,0.0,0.0
3*3-14,0.0,0.0,0.0,-2.5
2*5-8,0.0,-285.375,0.0,-292.5
2*5-9,-2.5,-150.0,0.0,0.0
3*3-0,0.0,0.0,0.0,0.0
3*3-13,0.0,0.0,0.0,0.0
3*3-10,0.0,0.0,-2.5,0.0
3*3-11,0.0,0.0,-2.5,0.0
3*4-3,0.0,0.0,0.0,0.0
3*4-0,0.0,0.0,0.0,0.0
3*4-1,0.0,-2.5,0.0,0.0
3*4-6,0.0,0.0,0.0,0.0
3*4-7,0.0,0.0,0.0,0.0
3*4-4,0.0,0.0,0.0,0.0
3*4-5,0.0,0.0,0.0,0.0
3*4-8,0.0,0.0,0.0,0.0
3*4-9,0.0,0.0,0.0,0.0
4*2-1,0.0,0.0,0.0,0.0
4*2-2,0.0,0.0,-2.5,0.0
4*2-3,0.0,0.0,0.0,0.0
4*2-4,0.0,-2.5,-2.5,0.0
4*2-5,0.0,0.0,-2.375,0.0
4*2-6,-2.5,0.0,0.0,-2.25625
4*2-7,0.0,0.0,0.0,0.0
4*2-8,0.0,0.0,-2.375,0.0
5*0-8,0.0,0.0,0.0,0.0
4*2-9,0.0,0.0,0.0,0.0
5*0-9,-228.70592421874994,0.0,-402.76378359374996,0.0
5*0-6,0.0,-3.2426855883303207,-366.84932812499994,0.0
5*0-7,-142.5,0.0,-137.875,0.0
5*0-4,0.0,0.0,0.0,-144.75625
5*0-5,0.0,0.0,-361.70592421874994,0.0
5*0-2,0.0,-150.0,0.0,0.0
5*0-3,0.0,-142.5,0.0,0.0
5*0-0,0.0,-266.48125,0.0,-122.17593749999999
5*0-1,0.0,-271.10625,-150.0,-277.875
4*2-0,0.0,0.0,0.0,0.0
1*4-13,0.0,0.0,0.0,0.0
1*4-16,0.0,0.0,0.0,0.0
1*4-10,0.0,-150.0,0.0,0.0
1*4-11,0.0,0.0,0.0,0.0
1*4-17,0.0,0.0,0.0,0.0
5*5-14,0.0,-150.0,0.0,0.0
5*5-17,0.0,0.0,0.0,0.0
5*5-11,-2.5,0.0,-2.5,0.0
5*5-12,0.0,-150.0,0.0,-145.0
0*4-3,0.0,-150.0,0.0,-285.375
1*1-3,0.0,0.0,0.0,0.0
0*4-4,0.0,-280.375,0.0,-292.5
1*1-4,0.0,0.0,0.0,0.0
0*4-5,0.0,0.0,0.0,0.0
