3*5-1,0.0,0.0,0.0,0.0
3*5-2,0.0,0.0,0.0,0.0
3*5-0,0.0,0.0,0.0,0.0
3*5-5,0.0,0.0,0.0,0.0
3*5-6,0.0,0.0,0.0,0.0
3*5-7,0.0,0.0,0.0,0.0
4*3-0,0.0,-2.5,0.0,0.0
4*3-1,0.0,0.0,0.0,0.0
4*3-2,0.0,0.0,0.0,0.0
4*3-3,0.0,0.0,-2.5,0.0
4*3-4,0.0,0.0,0.0,-2.5
4*3-5,0.0,0.0,0.0,0.0
5*1-9,0.0,0.0,0.0,-150.0
4*3-6,-2.375,0.0,0.0,0.0
4*3-7,0.0,0.0,0.0,0.0
4*3-8,0.0,0.0,0.0,0.0
4*3-9,0.0,0.0,0.0,0.0
5*1-8,0.0,0.0,-2.5,0.0
5*0-16,0.0,0.0,0.0,0.0
5*0-15,-3.9707179687499994,0.0,0.0,0.0
5*0-14,0.0,0.0,-4.4112656249999995,-1.9344523437499999
5*0-13,0.0,-135.375,0.0,0.0
5*0-12,-2.25625,-349.4239850390624,0.0,-135.375
5*0-11,0.0,-194.0504761520507,0.0,-333.6830498828124
5*0-10,-240.12559441406245,-81.05401314939552,-2.5,-2.25625
5*0-17,0.0,0.0,0.0,0.0
3*4-10,0.0,0.0,0.0,0.0
4*4-0,0.0,0.0,0.0,0.0
4*4-3,0.0,0.0,0.0,0.0
4*4-5,-150.0,-2.5,0.0,0.0
5*2-8,-2.5,0.0,0.0,0.0
4*4-6,0.0,0.0,0.0,0.0
5*2-9,-2.1434375,-120.60340624999998,-2.1434375,0.0
5*2-6,-150.0,0.0,0.0,0.0
4*4-7,0.0,0.0,0.0,0.0
4*4-8,0.0,0.0,0.0,0.0
3*4-17,0.0,0.0,0.0,0.0
5*2-7,0.0,0.0,0.0,0.0
4*4-9,0.0,0.0,0.0,0.0
3*4-15,0.0,0.0,0.0,0.0
5*2-5,0.0,0.0,-150.0,0.0
5*2-2,0.0,0.0,0.0,0.0
3*4-14,0.0,-2.5,0.0,0.0
3*4-13,-2.5,0.0,0.0,0.0
3*4-12,-2.375,0.0,0.0,-3.782108865234374
3*4-11,0.0,0.0,-2.5,-2.25625
2*2-17,0.0,0.0,0.0,0.0
2*2-16,-2.5,0.0,0.0,0.0
2*2-11,0.0,0.0,0.0,0.0
2*2-10,0.0,0.0,-2.375,-2.5
2*2-13,0.0,-2.375,0.0,0.0
2*2-12,0.0,0.0,0.0,0.0
2*2-15,-2.1434375,0.0,0.0,0.0
2*2-14,0.0,0.0,0.0,0.0
1*0-12,-2.5,0.0,0.0,0.0
1*0-11,0.0,0.0,0.0,0.0
1*0-10,0.0,0.0,-2.5,0.0
1*0-16,-2.5,0.0,0.0,-145.0
1*0-15,0.0,0.0,0.0,-150.0
1*0-14,0.0,0.0,0.0,0.0
1*0-13,0.0,0.0,0.0,0.0
1*0-17,0.0,-150.0,-2.5,-150.0
5*3-9,0.0,0.0,0.0,0.0
4*5-4,0.0,0.0,0.0,0.0
5*3-7,-292.5,0.0,-292.5,0.0
4*5-5,0.0,0.0,0.0,0.0
5*3-8,-150.0,0.0,0.0,0.0
4*5-6,0.0,0.0,0.0,0.0
5*3-5,-2.5,0.0,0.0,0.0
4*5-7,0.0,0.0,0.0,0.0
5*3-6,-150.0,0.0,-150.0,0.0
4*5-8,0.0,0.0,0.0,0.0
4*5-9,0.0,0.0,0.0,0.0
5*3-2,0.0,0.0,0.0,0.0
5*3-0,0.0,0.0,0.0,0.0
2*0-14,0.0,0.0,0.0,0.0
2*0-15,0.0,-2.375,-2.5,-150.0
2*0-16,-3.981167226562499,-386.15718749999996,0.0,-122.17593749999999
