3*5-1,0.0,0.0,-142.5,0.0
3*5-2,-142.5,0.0,-285.375,-2.25625
3*5-0,0.0,0.0,0.0,0.0
3*5-5,-150.0,0.0,0.0,-145.0
3*5-6,0.0,-150.0,0.0,-150.0
3*5-3,0.0,0.0,-245.63878359374996,0.0
3*5-4,-238.24307812499995,0.0,0.0,-2.25625
3*5-9,0.0,0.0,-2.375,-135.375
3*5-7,-2.5,-292.5,0.0,-150.0
3*5-8,0.0,-528.6571875,0.0,-395.9784062499999
4*3-0,0.0,0.0,0.0,-4.63125
4*3-1,0.0,0.0,-2.1434375,0.0
4*3-2,0.0,0.0,-2.5,0.0
4*3-3,0.0,0.0,0.0,0.0
4*3-4,0.0,0.0,-2.25625,0.0
4*3-5,0.0,0.0,0.0,0.0
4*3-6,0.0,-2.5,0.0,-2.5
4*3-7,0.0,0.0,0.0,0.0
4*3-8,0.0,0.0,0.0,0.0
5*1-7,0.0,0.0,0.0,0.0
5*1-5,-142.5,0.0,0.0,0.0
5*1-6,-135.375,0.0,0.0,0.0
5*1-3,-292.5,0.0,-509.34932812499994,0.0
5*1-4,-266.48125,-4.875,-122.17593749999999,-2.375
5*1-1,0.0,0.0,0.0,0.0
5*1-2,0.0,0.0,-150.0,-2.6068750000000005
5*0-16,0.0,0.0,0.0,0.0
5*0-15,-2.5,-285.375,0.0,0.0
5*1-0,-73.15124686732945,-78.74715573216008,0.0,0.0
5*0-14,0.0,-272.1759375,0.0,-427.875
5*0-13,0.0,-142.5,0.0,0.0
5*0-12,0.0,0.0,0.0,-421.10625
5*0-11,0.0,-135.375,0.0,-142.5
5*0-10,-112.52003359374997,-1.8377297265624999,0.0,-135.375
5*0-17,0.0,0.0,0.0,0.0
4*4-3,0.0,0.0,0.0,0.0
4*4-4,0.0,0.0,0.0,0.0
4*4-5,0.0,0.0,0.0,0.0
5*2-8,-2.5,0.0,0.0,0.0
4*4-6,0.0,-2.5,0.0,0.0
5*2-9,0.0,0.0,0.0,0.0
5*2-6,0.0,0.0,-142.5,-2.25625
5*2-7,-150.0,0.0,0.0,0.0
4*4-8,0.0,0.0,0.0,0.0
3*4-17,0.0,0.0,0.0,0.0
4*4-9,0.0,0.0,0.0,0.0
5*2-4,-116.06714062499998,0.0,-135.375,0.0
5*2-5,-142.5,0.0,0.0,0.0
5*2-2,-150.0,0.0,-145.0,0.0
3*4-14,0.0,0.0,0.0,0.0
5*2-3,-402.76378359374996,-2.375,-104.75059441406248,0.0
5*2-0,-2.145617509677357,-83.55401314939552,-1.496842348095947,0.0
5*2-1,0.0,0.0,0.0,0.0
3*4-11,0.0,0.0,0.0,0.0
2*2-17,0.0,0.0,0.0,-2.5
2*2-16,0.0,0.0,0.0,0.0
2*2-11,0.0,0.0,0.0,-2.25625
2*2-10,-2.375,0.0,0.0,0.0
2*2-13,0.0,0.0,0.0,0.0
2*2-12,0.0,-2.375,0.0,0.0
2*2-15,0.0,0.0,0.0,0.0
2*2-14,0.0,0.0,0.0,0.0
1*0-11,-150.0,0.0,0.0,0.0
